,timeGame,team1Name,team1Score,team1Odds,team2Name,team2Score,team2Odds
1133,22:10,Los Angeles Dodgers,5,1.56,San Diego Padres,1,2.54
1134,22:10,Seattle Mariners,1,1.58,Oakland Athletics,3,2.49
1135,20:10,Colorado Rockies,3,1.86,Arizona Diamondbacks,9,2.01
1136,19:15,Chicago Cubs,3,2.27,Boston Red Sox,1,1.68
1137,19:15,Los Angeles Dodgers,7,1.68,San Diego Padres,2,2.27
1138,18:10,Cleveland Guardians,1,2.57,New York Yankees,6,1.54
1139,18:07,Toronto Blue Jays,5,1.77,Tampa Bay Rays,11,2.11
1140,16:10,Cincinnati Reds,1,2.52,Atlanta Braves,4,1.57
1141,16:10,Detroit Tigers,4,1.76,Kansas City Royals,3,2.14
1142,16:10,Houston Astros,9,1.62,Los Angeles Angels,1,2.39
1143,16:10,New York Mets,3,1.74,Texas Rangers,7,2.17
1144,16:10,Seattle Mariners,2,1.56,Oakland Athletics,1,2.54
1145,16:05,Philadelphia Phillies,6,1.81,St.Louis Cardinals,7,2.08
1146,16:05,Pittsburgh Pirates,7,2.80,Milwaukee Brewers,4,1.48
1147,16:05,San Francisco Giants,3,1.70,Chicago White Sox,5,2.26
1148,16:05,Washington Nationals,3,1.96,Miami Marlins,5,1.90
1149,14:10,Minnesota Twins,4,1.40,Baltimore Orioles,3,3.11
1150,12:10,Cleveland Guardians,4,3.36,New York Yankees,13,1.35
1151,12:07,Toronto Blue Jays,2,1.73,Tampa Bay Rays,6,2.19
1152,22:15,San Francisco Giants,0,1.67,Chicago White Sox,1,2.29
1153,22:10,Los Angeles Dodgers,5,1.56,San Diego Padres,1,2.54
1154,22:10,Seattle Mariners,1,1.58,Oakland Athletics,3,2.49
1155,20:10,Colorado Rockies,3,1.86,Arizona Diamondbacks,9,2.01
1156,18:40,Miami Marlins,2,2.42,Los Angeles Angels,5,1.61
1157,15:37,Oakland Athletics,1,2.77,Toronto Blue Jays,2,1.48
1158,14:10,Chicago White Sox,9,1.83,Minnesota Twins,8,2.04
1159,14:10,Milwaukee Brewers,1,1.38,Chicago Cubs,2,3.23
1160,13:10,Detroit Tigers,8,2.41,Cleveland Guardians,2,1.61
1161,22:10,Los Angeles Dodgers,5,1.44,Colorado Rockies,2,2.91
1162,21:40,Arizona Diamondbacks,6,2.40,San Francisco Giants,2,1.62
1163,21:40,Oakland Athletics,5,2.46,Toronto Blue Jays,3,1.59
1164,20:10,Chicago White Sox,2,1.76,Minnesota Twins,8,2.14
1165,20:10,Houston Astros,9,1.39,Kansas City Royals,7,3.17
1166,20:10,Milwaukee Brewers,3,1.71,Chicago Cubs,8,2.20
1167,19:20,Atlanta Braves,7,1.69,St.Louis Cardinals,1,2.24
1168,19:10,Boston Red Sox,4,1.80,Tampa Bay Rays,8,2.09
1169,19:10,Detroit Tigers,11,2.36,Cleveland Guardians,4,1.63
1170,19:05,Baltimore Orioles,10,1.93,Texas Rangers,9,1.93
1171,19:05,Philadelphia Phillies,11,1.60,Washington Nationals,0,2.45
1172,19:05,Pittsburgh Pirates,5,2.64,New York Yankees,2,1.52
1173,18:40,Cincinnati Reds,1,2.85,New York Mets,0,1.46
1174,18:40,Miami Marlins,2,1.68,Los Angeles Angels,1,2.26
1175,16:10,San Diego Padres,2,1.74,Seattle Mariners,6,2.17
1176,18:40,Miami Marlins,2,2.42,Los Angeles Angels,5,1.61
1177,15:37,Oakland Athletics,1,2.77,Toronto Blue Jays,2,1.48
1178,14:10,Chicago White Sox,9,1.83,Minnesota Twins,8,2.04
1179,14:10,Milwaukee Brewers,1,1.38,Chicago Cubs,2,3.23
1180,13:10,Detroit Tigers,8,2.41,Cleveland Guardians,2,1.61
1181,22:10,Los Angeles Dodgers,5,1.44,Colorado Rockies,2,2.91
1182,21:40,Arizona Diamondbacks,6,2.40,San Francisco Giants,2,1.62
1183,21:40,Oakland Athletics,5,2.46,Toronto Blue Jays,3,1.59
1184,20:10,Chicago White Sox,2,1.76,Minnesota Twins,8,2.14
1185,20:10,Houston Astros,9,1.39,Kansas City Royals,7,3.17
1186,20:10,Milwaukee Brewers,3,1.71,Chicago Cubs,8,2.20
1187,19:20,Atlanta Braves,7,1.69,St.Louis Cardinals,1,2.24
1188,19:10,Boston Red Sox,4,1.80,Tampa Bay Rays,8,2.09
1189,19:10,Detroit Tigers,11,2.36,Cleveland Guardians,4,1.63
1190,19:05,Baltimore Orioles,10,1.93,Texas Rangers,9,1.93
1191,19:05,Philadelphia Phillies,11,1.60,Washington Nationals,0,2.45
1192,19:05,Pittsburgh Pirates,5,2.64,New York Yankees,2,1.52
1193,18:40,Cincinnati Reds,1,2.85,New York Mets,0,1.46
1194,18:40,Miami Marlins,2,1.68,Los Angeles Angels,1,2.26
1195,16:10,San Diego Padres,2,1.74,Seattle Mariners,6,2.17
1196,19:15,Boston Red Sox,6,2.42,New York Yankees,5,1.62
1197,19:15,San Diego Padres,1,1.91,San Francisco Giants,3,1.94
1198,16:10,Arizona Diamondbacks,9,1.80,Colorado Rockies,2,2.10
1199,16:10,Atlanta Braves,4,1.43,Washington Nationals,3,2.98
1200,16:10,Cincinnati Reds,5,2.29,Tampa Bay Rays,4,1.67
1201,16:10,Kansas City Royals,1,2.22,Cleveland Guardians,13,1.72
1202,16:10,Milwaukee Brewers,3,1.37,Pittsburgh Pirates,4,3.29
1203,16:10,New York Mets,5,1.55,Miami Marlins,4,2.56
1204,16:07,Oakland Athletics,3,3.43,Houston Astros,2,1.35
1205,16:05,Baltimore Orioles,1,2.03,Los Angeles Angels,0,1.84
1206,16:05,Texas Rangers,9,1.79,Minnesota Twins,7,2.11
1207,14:15,St.Louis Cardinals,0,1.82,Philadelphia Phillies,1,2.05
1208,14:10,Chicago White Sox,8,1.59,Detroit Tigers,0,2.46
1209,22:10,Los Angeles Dodgers,4,1.49,Chicago Cubs,3,2.76
1210,22:10,Seattle Mariners,5,1.93,Toronto Blue Jays,2,1.92
1211,21:40,Arizona Diamondbacks,5,1.60,Colorado Rockies,6,2.42
1212,21:40,Oakland Athletics,3,2.56,Houston Astros,8,1.55
1213,21:40,San Diego Padres,6,1.65,San Francisco Giants,3,2.34
1214,20:15,St.Louis Cardinals,0,2.11,Philadelphia Phillies,2,1.78
1215,20:10,Chicago White Sox,5,1.55,Detroit Tigers,7,2.54
1216,19:15,Boston Red Sox,6,2.42,New York Yankees,5,1.62
1217,19:15,San Diego Padres,1,1.91,San Francisco Giants,3,1.94
1218,16:10,Arizona Diamondbacks,9,1.80,Colorado Rockies,2,2.10
1219,16:10,Atlanta Braves,4,1.43,Washington Nationals,3,2.98
1220,16:10,Cincinnati Reds,5,2.29,Tampa Bay Rays,4,1.67
1221,16:10,Kansas City Royals,1,2.22,Cleveland Guardians,13,1.72
1222,16:10,Milwaukee Brewers,3,1.37,Pittsburgh Pirates,4,3.29
1223,16:10,New York Mets,5,1.55,Miami Marlins,4,2.56
1224,16:07,Oakland Athletics,3,3.43,Houston Astros,2,1.35
1225,16:05,Baltimore Orioles,1,2.03,Los Angeles Angels,0,1.84
1226,16:05,Texas Rangers,9,1.79,Minnesota Twins,7,2.11
1227,14:15,St.Louis Cardinals,0,1.82,Philadelphia Phillies,1,2.05
1228,14:10,Chicago White Sox,8,1.59,Detroit Tigers,0,2.46
1229,22:10,Los Angeles Dodgers,4,1.49,Chicago Cubs,3,2.76
1230,22:10,Seattle Mariners,5,1.93,Toronto Blue Jays,2,1.92
1231,21:40,Arizona Diamondbacks,5,1.60,Colorado Rockies,6,2.42
1232,21:40,Oakland Athletics,3,2.56,Houston Astros,8,1.55
1233,21:40,San Diego Padres,6,1.65,San Francisco Giants,3,2.34
1234,20:15,St.Louis Cardinals,0,2.11,Philadelphia Phillies,2,1.78
1235,20:10,Chicago White Sox,5,1.55,Detroit Tigers,7,2.54
1236,19:05,New York Yankees,7,1.30,Cincinnati Reds,6,3.79
1237,18:40,Miami Marlins,5,1.58,Pittsburgh Pirates,4,2.49
1238,18:05,Washington Nationals,1,2.01,Seattle Mariners,2,1.83
1239,15:45,San Francisco Giants,4,1.77,Arizona Diamondbacks,3,2.13
1240,14:10,Kansas City Royals,5,1.83,Detroit Tigers,2,2.04
1241,13:10,Minnesota Twins,4,1.79,Milwaukee Brewers,1,2.11
1242,12:20,Atlanta Braves,3,1.65,New York Mets,7,2.33
1243,12:05,Washington Nationals,4,1.90,Seattle Mariners,6,1.96
1244,21:45,San Francisco Giants,13,1.45,Arizona Diamondbacks,0,2.90
1245,21:38,Los Angeles Angels,5,2.04,Houston Astros,6,1.83
1246,19:05,New York Yankees,7,1.30,Cincinnati Reds,6,3.79
1247,18:40,Miami Marlins,5,1.58,Pittsburgh Pirates,4,2.49
1248,18:05,Washington Nationals,1,2.01,Seattle Mariners,2,1.83
1249,15:45,San Francisco Giants,4,1.77,Arizona Diamondbacks,3,2.13
1250,14:10,Kansas City Royals,5,1.83,Detroit Tigers,2,2.04
1251,13:10,Minnesota Twins,4,1.79,Milwaukee Brewers,1,2.11
1252,12:20,Atlanta Braves,3,1.65,New York Mets,7,2.33
1253,12:05,Washington Nationals,4,1.90,Seattle Mariners,6,1.96
1254,21:45,San Francisco Giants,13,1.45,Arizona Diamondbacks,0,2.90
1255,21:38,Los Angeles Angels,5,2.04,Houston Astros,6,1.83
1256,20:40,San Diego Padres,4,1.53,Arizona Diamondbacks,3,2.61
1257,20:05,Chicago Cubs,3,2.00,New York Mets,4,2.00
1258,19:15,New York Yankees,14,1.61,Boston Red Sox,1,2.43
1259,19:15,San Francisco Giants,2,1.74,Milwaukee Brewers,1,2.17
1260,16:10,Cleveland Guardians,10,1.61,Detroit Tigers,0,2.41
1261,16:10,Houston Astros,5,1.28,Oakland Athletics,0,3.98
1262,16:10,Miami Marlins,0,1.90,Philadelphia Phillies,10,1.95
1263,16:10,Tampa Bay Rays,4,1.81,Baltimore Orioles,6,2.06
1264,16:05,Texas Rangers,2,2.37,Seattle Mariners,3,1.63
1265,16:05,Washington Nationals,3,3.04,Atlanta Braves,6,1.42
1266,15:10,Colorado Rockies,2,1.70,Pittsburgh Pirates,0,2.24
1267,15:07,Toronto Blue Jays,6,1.32,Kansas City Royals,5,3.57
1268,14:20,Chicago Cubs,1,2.74,New York Mets,2,1.51
1269,14:15,St.Louis Cardinals,11,1.58,Cincinnati Reds,3,2.49
1270,14:10,Minnesota Twins,6,1.75,Chicago White Sox,3,2.16
1271,22:15,San Francisco Giants,8,2.08,Milwaukee Brewers,5,1.81
1272,21:40,San Diego Padres,5,1.52,Arizona Diamondbacks,3,2.67
1273,21:38,Los Angeles Angels,1,2.73,Los Angeles Dodgers,9,1.50
1274,20:40,Colorado Rockies,13,1.65,Pittsburgh Pirates,2,2.32
1275,20:15,St.Louis Cardinals,7,1.66,Cincinnati Reds,3,2.31
1276,20:40,San Diego Padres,4,1.53,Arizona Diamondbacks,3,2.61
1277,20:05,Chicago Cubs,3,2.00,New York Mets,4,2.00
1278,19:15,New York Yankees,14,1.61,Boston Red Sox,1,2.43
1279,19:15,San Francisco Giants,2,1.74,Milwaukee Brewers,1,2.17
1280,16:10,Cleveland Guardians,10,1.61,Detroit Tigers,0,2.41
1281,16:10,Houston Astros,5,1.28,Oakland Athletics,0,3.98
1282,16:10,Miami Marlins,0,1.90,Philadelphia Phillies,10,1.95
1283,16:10,Tampa Bay Rays,4,1.81,Baltimore Orioles,6,2.06
1284,16:05,Texas Rangers,2,2.37,Seattle Mariners,3,1.63
1285,16:05,Washington Nationals,3,3.04,Atlanta Braves,6,1.42
1286,15:10,Colorado Rockies,2,1.70,Pittsburgh Pirates,0,2.24
1287,15:07,Toronto Blue Jays,6,1.32,Kansas City Royals,5,3.57
1288,14:20,Chicago Cubs,1,2.74,New York Mets,2,1.51
1289,14:15,St.Louis Cardinals,11,1.58,Cincinnati Reds,3,2.49
1290,14:10,Minnesota Twins,6,1.75,Chicago White Sox,3,2.16
1291,22:15,San Francisco Giants,8,2.08,Milwaukee Brewers,5,1.81
1292,21:40,San Diego Padres,5,1.52,Arizona Diamondbacks,3,2.67
1293,21:38,Los Angeles Angels,1,2.73,Los Angeles Dodgers,9,1.50
1294,20:40,Colorado Rockies,13,1.65,Pittsburgh Pirates,2,2.32
1295,20:15,St.Louis Cardinals,7,1.66,Cincinnati Reds,3,2.31
1296,21:07,Oakland Athletics,3,2.15,Texas Rangers,1,1.75
1297,20:10,Arizona Diamondbacks,7,1.64,Washington Nationals,2,2.36
1298,19:20,Atlanta Braves,7,1.47,Los Angeles Angels,2,2.84
1299,19:15,Chicago White Sox,5,1.59,Cleveland Guardians,4,2.47
1300,19:15,Los Angeles Dodgers,4,1.54,San Francisco Giants,2,2.60
1301,19:10,Kansas City Royals,6,1.89,Tampa Bay Rays,3,1.96
1302,19:10,Milwaukee Brewers,9,1.38,Colorado Rockies,4,3.25
1303,19:10,New York Mets,1,1.70,San Diego Padres,2,2.25
1304,19:05,Baltimore Orioles,6,2.97,New York Yankees,3,1.43
1305,19:05,Pittsburgh Pirates,1,2.06,Miami Marlins,0,1.82
1306,18:40,Cincinnati Reds,3,2.36,St.Louis Cardinals,6,1.64
1307,18:10,Detroit Tigers,4,2.49,Minnesota Twins,8,1.58
1308,18:05,Philadelphia Phillies,2,1.60,Chicago Cubs,6,2.45
1309,16:10,Boston Red Sox,1,2.49,Toronto Blue Jays,4,1.58
1310,16:10,Seattle Mariners,1,2.38,Houston Astros,3,1.62
1311,13:10,Chicago White Sox,4,1.87,Cleveland Guardians,7,1.99
1312,22:10,Los Angeles Dodgers,5,1.64,San Francisco Giants,1,2.36
1313,22:10,Seattle Mariners,2,2.06,Houston Astros,5,1.81
1314,21:40,Arizona Diamondbacks,10,1.63,Washington Nationals,1,2.38
1315,21:40,Oakland Athletics,5,1.99,Texas Rangers,4,1.87
1316,21:07,Oakland Athletics,3,2.15,Texas Rangers,1,1.75
1317,20:10,Arizona Diamondbacks,7,1.64,Washington Nationals,2,2.36
1318,19:20,Atlanta Braves,7,1.47,Los Angeles Angels,2,2.84
1319,19:15,Chicago White Sox,5,1.59,Cleveland Guardians,4,2.47
1320,19:15,Los Angeles Dodgers,4,1.54,San Francisco Giants,2,2.60
1321,19:10,Kansas City Royals,6,1.89,Tampa Bay Rays,3,1.96
1322,19:10,Milwaukee Brewers,9,1.38,Colorado Rockies,4,3.25
1323,19:10,New York Mets,1,1.70,San Diego Padres,2,2.25
1324,19:05,Baltimore Orioles,6,2.97,New York Yankees,3,1.43
1325,19:05,Pittsburgh Pirates,1,2.06,Miami Marlins,0,1.82
1326,18:40,Cincinnati Reds,3,2.36,St.Louis Cardinals,6,1.64
1327,18:10,Detroit Tigers,4,2.49,Minnesota Twins,8,1.58
1328,18:05,Philadelphia Phillies,2,1.60,Chicago Cubs,6,2.45
1329,16:10,Boston Red Sox,1,2.49,Toronto Blue Jays,4,1.58
1330,16:10,Seattle Mariners,1,2.38,Houston Astros,3,1.62
1331,13:10,Chicago White Sox,4,1.87,Cleveland Guardians,7,1.99
1332,22:10,Los Angeles Dodgers,5,1.64,San Francisco Giants,1,2.36
1333,22:10,Seattle Mariners,2,2.06,Houston Astros,5,1.81
1334,21:40,Arizona Diamondbacks,10,1.63,Washington Nationals,1,2.38
1335,21:40,Oakland Athletics,5,1.99,Texas Rangers,4,1.87
1336,15:40,Seattle Mariners,4,2.08,Texas Rangers,2,1.81
1337,15:37,Oakland Athletics,4,2.84,Houston Astros,2,1.46
1338,15:10,Colorado Rockies,6,2.11,Chicago White Sox,5,1.78
1339,15:10,Los Angeles Dodgers,7,1.38,Washington Nationals,1,3.24
1340,14:10,Kansas City Royals,0,1.76,Los Angeles Angels,4,2.14
1341,14:10,Milwaukee Brewers,10,1.47,Minnesota Twins,4,2.83
1342,13:10,Detroit Tigers,4,2.21,San Diego Padres,3,1.71
1343,12:35,Philadelphia Phillies,7,2.25,Atlanta Braves,2,1.70
1344,22:10,Los Angeles Dodgers,3,1.39,Washington Nationals,8,3.14
1345,22:10,Seattle Mariners,5,1.59,Texas Rangers,4,2.47
1346,21:40,Arizona Diamondbacks,7,2.56,San Francisco Giants,3,1.56
1347,21:40,Oakland Athletics,5,2.46,Houston Astros,3,1.60
1348,20:40,Colorado Rockies,1,1.98,Chicago White Sox,2,1.88
1349,20:10,Kansas City Royals,0,1.77,Los Angeles Angels,6,2.12
1350,20:10,Milwaukee Brewers,7,1.85,Minnesota Twins,6,2.03
1351,19:10,Boston Red Sox,3,1.71,Cleveland Guardians,8,2.21
1352,19:10,Detroit Tigers,4,2.51,San Diego Padres,6,1.57
1353,19:10,New York Mets,6,1.99,New York Yankees,3,1.88
1354,19:07,Toronto Blue Jays,10,1.45,St.Louis Cardinals,3,2.90
1355,19:05,Baltimore Orioles,5,2.61,Tampa Bay Rays,3,1.54
1356,15:40,Seattle Mariners,4,2.08,Texas Rangers,2,1.81
1357,15:37,Oakland Athletics,4,2.84,Houston Astros,2,1.46
1358,15:10,Colorado Rockies,6,2.11,Chicago White Sox,5,1.78
1359,15:10,Los Angeles Dodgers,7,1.38,Washington Nationals,1,3.24
1360,14:10,Kansas City Royals,0,1.76,Los Angeles Angels,4,2.14
1361,14:10,Milwaukee Brewers,10,1.47,Minnesota Twins,4,2.83
1362,13:10,Detroit Tigers,4,2.21,San Diego Padres,3,1.71
1363,12:35,Philadelphia Phillies,7,2.25,Atlanta Braves,2,1.70
1364,22:10,Los Angeles Dodgers,3,1.39,Washington Nationals,8,3.14
1365,22:10,Seattle Mariners,5,1.59,Texas Rangers,4,2.47
1366,21:40,Arizona Diamondbacks,7,2.56,San Francisco Giants,3,1.56
1367,21:40,Oakland Athletics,5,2.46,Houston Astros,3,1.60
1368,20:40,Colorado Rockies,1,1.98,Chicago White Sox,2,1.88
1369,20:10,Kansas City Royals,0,1.77,Los Angeles Angels,6,2.12
1370,20:10,Milwaukee Brewers,7,1.85,Minnesota Twins,6,2.03
1371,19:10,Boston Red Sox,3,1.71,Cleveland Guardians,8,2.21
1372,19:10,Detroit Tigers,4,2.51,San Diego Padres,6,1.57
1373,19:10,New York Mets,6,1.99,New York Yankees,3,1.88
1374,19:07,Toronto Blue Jays,10,1.45,St.Louis Cardinals,3,2.90
1375,19:05,Baltimore Orioles,5,2.61,Tampa Bay Rays,3,1.54
1376,13:35,Atlanta Braves,1,1.44,Arizona Diamondbacks,0,2.93
1377,13:35,Boston Red Sox,7,2.24,Milwaukee Brewers,2,1.70
1378,13:35,New York Yankees,6,1.36,Kansas City Royals,8,3.29
1379,12:05,Toronto Blue Jays,4,1.35,Detroit Tigers,1,3.36
1380,21:07,Los Angeles Angels,9,1.81,Texas Rangers,7,2.06
1381,21:05,San Francisco Giants,5,1.70,Chicago Cubs,4,2.21
1382,20:10,Colorado Rockies,5,2.86,Los Angeles Dodgers,3,1.45
1383,19:20,Atlanta Braves,6,1.44,Arizona Diamondbacks,2,2.91
1384,19:15,Chicago White Sox,3,1.55,Oakland Athletics,2,2.55
1385,19:15,Pittsburgh Pirates,1,2.40,Philadelphia Phillies,2,1.61
1386,19:15,San Diego Padres,4,1.74,Minnesota Twins,7,2.16
1387,19:15,Washington Nationals,7,2.17,St.Louis Cardinals,6,1.73
1388,19:10,Houston Astros,4,1.53,Seattle Mariners,5,2.59
1389,18:40,Cincinnati Reds,8,1.88,Baltimore Orioles,2,1.97
1390,18:10,Miami Marlins,0,2.61,New York Mets,4,1.53
1391,16:10,Boston Red Sox,4,1.97,Milwaukee Brewers,9,1.88
1392,15:07,Toronto Blue Jays,5,1.35,Detroit Tigers,3,3.37
1393,14:05,New York Yankees,8,1.33,Kansas City Royals,2,3.50
1394,13:10,Tampa Bay Rays,6,1.70,Cleveland Guardians,4,2.24
1395,22:15,San Francisco Giants,2,1.75,Chicago Cubs,4,2.16
1396,13:35,Atlanta Braves,1,1.44,Arizona Diamondbacks,0,2.93
1397,13:35,Boston Red Sox,7,2.24,Milwaukee Brewers,2,1.70
1398,13:35,New York Yankees,6,1.36,Kansas City Royals,8,3.29
1399,12:05,Toronto Blue Jays,4,1.35,Detroit Tigers,1,3.36
1400,21:07,Los Angeles Angels,9,1.81,Texas Rangers,7,2.06
1401,21:05,San Francisco Giants,5,1.70,Chicago Cubs,4,2.21
1402,20:10,Colorado Rockies,5,2.86,Los Angeles Dodgers,3,1.45
1403,19:20,Atlanta Braves,6,1.44,Arizona Diamondbacks,2,2.91
1404,19:15,Chicago White Sox,3,1.55,Oakland Athletics,2,2.55
1405,19:15,Pittsburgh Pirates,1,2.40,Philadelphia Phillies,2,1.61
1406,19:15,San Diego Padres,4,1.74,Minnesota Twins,7,2.16
1407,19:15,Washington Nationals,7,2.17,St.Louis Cardinals,6,1.73
1408,19:10,Houston Astros,4,1.53,Seattle Mariners,5,2.59
1409,18:40,Cincinnati Reds,8,1.88,Baltimore Orioles,2,1.97
1410,18:10,Miami Marlins,0,2.61,New York Mets,4,1.53
1411,16:10,Boston Red Sox,4,1.97,Milwaukee Brewers,9,1.88
1412,15:07,Toronto Blue Jays,5,1.35,Detroit Tigers,3,3.37
1413,14:05,New York Yankees,8,1.33,Kansas City Royals,2,3.50
1414,13:10,Tampa Bay Rays,6,1.70,Cleveland Guardians,4,2.24
1415,22:15,San Francisco Giants,2,1.75,Chicago Cubs,4,2.16
1416,21:40,San Diego Padres,9,1.33,Colorado Rockies,1,3.47
1417,21:38,Los Angeles Angels,1,1.46,Oakland Athletics,3,2.88
1418,19:05,Pittsburgh Pirates,8,2.83,Milwaukee Brewers,7,1.46
1419,18:40,Miami Marlins,3,1.46,Cincinnati Reds,0,2.82
1420,16:05,Washington Nationals,5,3.45,New York Mets,9,1.33
1421,14:10,Chicago White Sox,4,1.72,Kansas City Royals,1,2.20
1422,14:10,Houston Astros,6,1.52,Boston Red Sox,1,2.66
1423,14:05,Texas Rangers,3,1.63,Baltimore Orioles,6,2.36
1424,13:10,Cleveland Guardians,7,1.45,Arizona Diamondbacks,4,2.90
1425,13:10,Minnesota Twins,4,1.46,Detroit Tigers,1,2.83
1426,13:05,New York Yankees,3,1.57,Seattle Mariners,7,2.50
1427,12:20,Atlanta Braves,1,1.72,Philadelphia Phillies,3,2.20
1428,12:10,Tampa Bay Rays,3,2.10,Toronto Blue Jays,2,1.79
1429,22:10,San Diego Padres,3,1.54,Colorado Rockies,2,2.61
1430,21:45,San Francisco Giants,5,2.34,Los Angeles Dodgers,9,1.64
1431,21:38,Los Angeles Angels,3,1.83,Oakland Athletics,1,2.04
1432,20:10,Chicago White Sox,9,1.58,Kansas City Royals,2,2.48
1433,20:10,Houston Astros,1,1.47,Boston Red Sox,2,2.81
1434,20:05,Texas Rangers,2,1.76,Baltimore Orioles,8,2.13
1435,19:45,St.Louis Cardinals,6,1.58,Chicago Cubs,0,2.46
1436,21:40,San Diego Padres,9,1.33,Colorado Rockies,1,3.47
1437,21:38,Los Angeles Angels,1,1.46,Oakland Athletics,3,2.88
1438,19:05,Pittsburgh Pirates,8,2.83,Milwaukee Brewers,7,1.46
1439,18:40,Miami Marlins,3,1.46,Cincinnati Reds,0,2.82
1440,16:05,Washington Nationals,5,3.45,New York Mets,9,1.33
1441,14:10,Chicago White Sox,4,1.72,Kansas City Royals,1,2.20
1442,14:10,Houston Astros,6,1.52,Boston Red Sox,1,2.66
1443,14:05,Texas Rangers,3,1.63,Baltimore Orioles,6,2.36
1444,13:10,Cleveland Guardians,7,1.45,Arizona Diamondbacks,4,2.90
1445,13:10,Minnesota Twins,4,1.46,Detroit Tigers,1,2.83
1446,13:05,New York Yankees,3,1.57,Seattle Mariners,7,2.50
1447,12:20,Atlanta Braves,1,1.72,Philadelphia Phillies,3,2.20
1448,12:10,Tampa Bay Rays,3,2.10,Toronto Blue Jays,2,1.79
1449,22:10,San Diego Padres,3,1.54,Colorado Rockies,2,2.61
1450,21:45,San Francisco Giants,5,2.34,Los Angeles Dodgers,9,1.64
1451,21:38,Los Angeles Angels,3,1.83,Oakland Athletics,1,2.04
1452,20:10,Chicago White Sox,9,1.58,Kansas City Royals,2,2.48
1453,20:10,Houston Astros,1,1.47,Boston Red Sox,2,2.81
1454,20:05,Texas Rangers,2,1.76,Baltimore Orioles,8,2.13
1455,19:45,St.Louis Cardinals,6,1.58,Chicago Cubs,0,2.46
1456,14:10,Minnesota Twins,2,2.54,Toronto Blue Jays,3,1.56
1457,13:40,Detroit Tigers,0,2.60,Tampa Bay Rays,7,1.55
1458,13:35,Baltimore Orioles,1,1.54,Pittsburgh Pirates,8,2.59
1459,13:35,Philadelphia Phillies,13,1.31,Washington Nationals,1,3.62
1460,12:05,Cleveland Guardians,1,2.14,Houston Astros,0,1.75
1461,22:10,Seattle Mariners,1,1.69,Los Angeles Angels,7,2.25
1462,21:10,Los Angeles Dodgers,8,1.67,San Diego Padres,3,2.29
1463,20:10,Arizona Diamondbacks,2,1.56,Colorado Rockies,3,2.52
1464,19:15,Milwaukee Brewers,5,1.53,Cincinnati Reds,7,2.58
1465,19:15,St.Louis Cardinals,1,1.89,New York Yankees,0,1.96
1466,19:10,Kansas City Royals,5,2.24,Boston Red Sox,4,1.69
1467,19:10,Minnesota Twins,7,2.02,Toronto Blue Jays,3,1.83
1468,19:10,New York Mets,6,1.75,Atlanta Braves,2,2.13
1469,19:07,Oakland Athletics,3,3.03,San Francisco Giants,7,1.41
1470,19:05,Texas Rangers,8,2.04,Chicago White Sox,0,1.82
1471,18:10,Cleveland Guardians,4,2.35,Houston Astros,1,1.63
1472,18:10,Detroit Tigers,9,3.13,Tampa Bay Rays,1,1.39
1473,18:05,Philadelphia Phillies,11,1.36,Washington Nationals,5,3.32
1474,17:05,Baltimore Orioles,6,1.60,Pittsburgh Pirates,3,2.43
1475,16:10,Seattle Mariners,2,1.47,Los Angeles Angels,1,2.78
1476,14:10,Minnesota Twins,2,2.54,Toronto Blue Jays,3,1.56
1477,13:40,Detroit Tigers,0,2.60,Tampa Bay Rays,7,1.55
1478,13:35,Baltimore Orioles,1,1.54,Pittsburgh Pirates,8,2.59
1479,13:35,Philadelphia Phillies,13,1.31,Washington Nationals,1,3.62
1480,12:05,Cleveland Guardians,1,2.14,Houston Astros,0,1.75
1481,22:10,Seattle Mariners,1,1.69,Los Angeles Angels,7,2.25
1482,21:10,Los Angeles Dodgers,8,1.67,San Diego Padres,3,2.29
1483,20:10,Arizona Diamondbacks,2,1.56,Colorado Rockies,3,2.52
1484,19:15,Milwaukee Brewers,5,1.53,Cincinnati Reds,7,2.58
1485,19:15,St.Louis Cardinals,1,1.89,New York Yankees,0,1.96
1486,19:10,Kansas City Royals,5,2.24,Boston Red Sox,4,1.69
1487,19:10,Minnesota Twins,7,2.02,Toronto Blue Jays,3,1.83
1488,19:10,New York Mets,6,1.75,Atlanta Braves,2,2.13
1489,19:07,Oakland Athletics,3,3.03,San Francisco Giants,7,1.41
1490,19:05,Texas Rangers,8,2.04,Chicago White Sox,0,1.82
1491,18:10,Cleveland Guardians,4,2.35,Houston Astros,1,1.63
1492,18:10,Detroit Tigers,9,3.13,Tampa Bay Rays,1,1.39
1493,18:05,Philadelphia Phillies,11,1.36,Washington Nationals,5,3.32
1494,17:05,Baltimore Orioles,6,1.60,Pittsburgh Pirates,3,2.43
1495,16:10,Seattle Mariners,2,1.47,Los Angeles Angels,1,2.78
1496,14:10,Kansas City Royals,5,2.52,Chicago White Sox,3,1.56
1497,13:10,Detroit Tigers,3,2.27,Cleveland Guardians,4,1.67
1498,13:05,Philadelphia Phillies,0,1.63,Miami Marlins,3,2.38
1499,22:10,Los Angeles Dodgers,8,1.49,Minnesota Twins,5,2.72
1500,21:40,Arizona Diamondbacks,4,1.65,Pittsburgh Pirates,6,2.32
1501,20:40,Colorado Rockies,5,2.32,St.Louis Cardinals,9,1.65
